soc_code,occupation_title,aioe_score,ilo_score,gpts_are_gpts_score,gpts_are_gpts_human_score,composite_exposure_score,impact_pattern,job_zone,anthropic_1p_automation_share,anthropic_1p_augmentation_share,employment_growth_rate,skill__active_learning,skill__active_listening,skill__critical_thinking,skill__learning_strategies,skill__mathematics,skill__monitoring,skill__reading_comprehension,skill__science,skill__speaking,skill__writing,ilo_task_mean,ilo_task_std,tot_emp_2023,tot_emp_2024,tot_emp_2025
11-1011,Chief Executives,1.334246,0.33,0.5077777777777778,0.36944444444444435,0.8134776415596218,Automation,5.0,98.39,1.6099999999999999,-0.016420379935945584,3.75,4.0,4.25,3.25,3.065,3.875,4.0600000000000005,1.87,4.125,4.12,0.33,0.08,211230.0,211850.0,204350.0
11-1021,General and Operations Managers,0.5748773,0.4014285714285714,0.4807692307692308,0.3846153846153846,0.6968768154925531,Transformation,4.0,97.19,2.81,-0.0006829954206237776,3.62,4.0,3.88,3.0,2.62,4.0,4.0,1.5,4.0,3.5,0.4014285714285714,0.09428571428571429,3507810.0,3584420.0,3503020.0
11-1031,Legislators,,0.27,0.4,0.5166666666666666,0.08498793145799872,Augmentation,4.0,95.94999999999999,4.05,,,,,,,,,,,,0.27,0.07,32460.0,26510.0,
11-2011,Advertising and Promotions Managers,1.294387,0.39,0.4767441860465116,0.5465116279069767,0.9022418356962949,Automation,4.0,91.19999999999999,8.8,0.020155577273377467,3.38,4.12,3.88,3.0,2.88,3.5,3.75,1.5,4.12,3.75,0.39,0.05,20630.0,21100.0,21470.0
11-2021,Marketing Managers,1.315032,0.41,0.5,0.578125,0.9939772356901972,Transformation,4.0,94.365,5.635,0.03502913188153478,3.88,4.12,3.88,3.25,3.0,3.88,3.88,1.75,4.0,3.25,0.41,0.09,368940.0,384980.0,395240.0
11-2022,Sales Managers,1.26628,0.41,0.45,0.4833333333333333,0.9020772095494881,Transformation,4.0,96.105,3.895,0.05179472333206392,3.75,4.0,3.88,3.12,3.0,3.88,3.88,1.62,4.0,3.62,0.41,0.09,575880.0,603710.0,637080.0
11-2031,Public Relations Managers,1.293689,,,,1.2936890079345753,,,,,,,,,,,,,,,,,,,,
11-2032,Public Relations Managers,,0.3933333333333333,0.55,0.5750000000000001,0.8848389078305903,Automation,4.0,87.53999999999999,12.46,0.01426060454980016,3.62,4.12,3.88,3.0,2.38,3.5,4.12,1.12,4.25,4.0,0.3933333333333333,0.07,72760.0,76060.0,74850.0
11-2033,Fundraising Managers,,0.3933333333333333,0.5625,0.5,0.9132074176282357,Automation,4.0,72.88499999999999,27.115000000000002,0.10456171669094694,3.38,4.0,4.12,2.62,3.0,3.12,3.88,1.25,4.12,3.88,0.3933333333333333,0.07,31810.0,36920.0,38810.0
11-3011,Administrative Services Managers,0.7398278,,,,0.7398278074691901,,,,,,,,,,,,,,,,,,,,
11-3012,Administrative Services Managers,,0.42,0.3913043478260869,0.5,0.6240181442178925,Transformation,3.0,97.07,2.9299999999999997,0.04326654311992706,3.12,4.0,3.75,3.0,2.25,3.38,4.0,1.0,3.88,3.75,0.42,0.1,242520.0,254140.0,263960.0
11-3013,Facilities Managers,,0.42,0.40016233766233766,0.4042207792207792,0.6441211819344623,Transformation,3.5,97.6925,2.3075,0.09022221353531634,3.37,3.935,4.0,3.19,2.625,3.875,3.935,1.44,3.94,3.5,0.42,0.1,131400.0,141090.0,156180.0
11-3021,Computer and Information Systems Managers,1.059853,0.44,0.5303030303030303,0.5606060606060607,1.029267642697558,Automation,4.0,93.82,6.18,0.06375407418297141,3.38,4.0,4.12,3.25,3.12,3.88,4.0,1.75,3.88,3.75,0.44,0.07,592600.0,645970.0,670570.0
11-3031,Financial Managers,1.446232,0.42,0.4850552306692657,0.4541306971131532,1.0399333168848253,Automation,4.333333333333333,94.84166666666665,5.158333333333332,0.0339513045228339,3.7099999999999995,4.0,4.0,2.9599999999999995,3.6266666666666665,3.7099999999999995,4.0,1.0833333333333333,3.9599999999999995,3.6633333333333336,0.42,0.08,787340.0,818620.0,841710.0
11-3051,Industrial Production Managers,0.5086878,0.38,0.40571870150289957,0.3296039063138119,0.5080474615535268,Transformation,3.6666666666666665,96.44500000000001,3.5549999999999997,0.05109707486621762,3.455,3.855,3.8966666666666665,3.3533333333333335,3.1666666666666665,3.8783333333333334,3.9,2.5,3.9166666666666665,3.5,0.38,0.11,222890.0,234380.0,246250.0
11-3061,Purchasing Managers,1.423426,0.42,0.5857142857142857,0.4714285714285714,1.1846271776393114,Transformation,4.0,92.60499999999999,7.395,0.042870558447581475,3.25,4.0,3.75,3.0,3.12,3.88,3.88,1.0,4.0,3.88,0.42,0.1,77530.0,81240.0,84320.0
11-3071,"Transportation, Storage, and Distribution Managers",0.8907923,0.38,0.486525974025974,0.47297077922077924,0.7576759964494468,Automation,4.0,95.57000000000001,4.43,0.05483998459382322,3.685,3.94,3.75,3.19,2.875,3.875,3.94,1.06,3.81,3.75,0.38,0.05,198780.0,213000.0,221180.0
11-3111,Compensation and Benefits Managers,1.298235,0.36,0.513157894736842,0.4605263157894737,0.8841160000212124,Automation,4.0,91.28999999999999,8.71,0.10787830040935642,3.75,4.0,3.88,3.0,3.0,3.38,4.0,1.0,4.0,4.0,0.36,0.05,18690.0,20070.0,22940.0
11-3121,Human Resources Managers,1.320417,0.36,0.48,0.45,0.8413425300694839,Automation,4.0,94.71000000000001,5.29,0.04880884817015163,4.0,4.38,4.0,3.75,3.0,4.0,4.25,1.5,4.25,4.12,0.36,0.05,200600.0,215520.0,220660.0
11-3131,Training and Development Managers,1.284423,0.36,0.5,0.4772727272727273,0.8596042738435576,Automation,4.0,91.09,8.91,0.07550751643605347,3.75,4.0,3.75,4.25,2.88,3.88,4.0,1.5,4.0,3.88,0.36,0.05,41540.0,44960.0,48050.0
11-9013,"Farmers, Ranchers, and Other Agricultural Managers",-0.1443684,0.245,0.3673469387755101,0.2448979591836734,-0.10295282102602436,Augmentation,4.0,91.185,8.815000000000001,0.028061559005924108,3.38,3.88,3.88,2.88,2.88,3.38,3.75,2.62,3.62,3.25,0.245,0.10500000000000001,6150.0,5910.0,6500.0
11-9021,Construction Managers,1.029139,0.24000000000000002,0.4444444444444445,0.4,0.3924468548491548,Augmentation,4.0,95.785,4.215,0.07491494820437028,3.88,4.0,4.0,3.12,3.5,3.88,3.88,2.12,3.88,3.75,0.24000000000000002,0.065,329190.0,348330.0,380360.0
11-9031,"Education Administrators, Preschool and Child Care Center/Program",0.838007,0.3,0.46875,0.515625,0.5145141365167675,Transformation,4.0,91.88,8.12,0.07206402186078686,3.88,4.0,4.0,3.88,2.75,3.88,4.0,1.88,4.0,3.88,0.3,0.15,64090.0,71620.0,73660.0
11-9032,"Education Administrators, Elementary and Secondary School",1.048811,0.36,0.4181818181818181,0.4545454545454545,0.6572770795090526,Transformation,5.0,71.235,28.765,0.041682034389911804,4.0,4.88,4.62,4.88,3.0,4.0,4.75,2.0,4.75,4.62,0.36,0.1,302580.0,319630.0,328330.0
11-9033,"Education Administrators, Postsecondary",1.461149,0.36,0.4390243902439024,0.475609756097561,0.8262576241446155,Transformation,5.0,83.525,16.475,0.03870801004177671,3.88,4.0,4.12,3.75,2.88,4.0,4.12,1.5,4.0,4.0,0.36,0.1,167270.0,176420.0,180470.0
11-9039,"Education Administrators, All Other",0.3541265,0.36,,,0.42870598217748396,Transformation,,,,0.042876426464762085,,,,,,,,,,,0.36,0.1,50690.0,53330.0,55130.0
11-9041,Engineering Managers,0.8370105,0.4,0.4426108374384236,0.3307881773399014,0.7229736754336709,Automation,4.5,97.725,2.275,0.02954431737720542,3.565,3.75,3.75,3.065,3.5,3.5,3.87,2.87,3.81,3.81,0.4,0.06,207800.0,210340.0,220260.0
11-9051,Food Service Managers,-0.1213112,0.36,0.4166666666666666,0.3958333333333333,0.2649439410158522,Transformation,2.0,96.495,3.505,-0.015646443472063565,3.12,3.88,3.62,3.12,2.88,3.88,3.75,1.62,3.88,3.0,0.36,0.12,246070.0,244230.0,238430.0
11-9061,Funeral Directors,0.3719018,,,,0.37190180716003796,,,,,,,,,,,,,,,,,,,,
11-9071,Gaming Managers,0.8299207,0.32,0.5735294117647058,0.4852941176470588,0.7200165956091205,Transformation,2.0,97.945,2.055,0.04683359061925496,3.5,3.75,4.0,3.25,3.12,3.88,3.5,1.62,3.88,3.62,0.32,0.1,4590.0,4620.0,5030.0
11-9072,"Entertainment and Recreation Managers, Except Gambling",,0.3666666666666667,0.3529411764705882,0.3823529411764705,0.33828172507960874,Automation,4.0,94.245,5.755,0.1310254604201262,3.25,3.88,3.75,3.12,2.5,3.75,3.88,1.0,3.88,3.5,0.3666666666666667,0.08,29690.0,36700.0,37980.0
11-9081,Lodging Managers,0.4021726,0.37,0.4565217391304347,0.3804347826086956,0.5245727475927137,Transformation,4.0,96.38,3.62,0.0075938442303622455,3.75,4.12,3.75,3.38,2.62,3.75,3.88,1.0,4.0,3.88,0.37,0.13,41980.0,41350.0,42620.0
11-9111,Medical and Health Services Managers,1.260259,0.35,0.4285714285714285,0.3714285714285714,0.7186451012876698,Automation,4.0,93.41999999999999,6.58,0.07663994093432414,3.88,4.0,4.12,3.25,2.75,4.0,4.0,2.5,4.12,4.0,0.35,0.07,515100.0,565840.0,597080.0
11-9121,Natural Sciences Managers,1.327906,0.4,0.5306967984934087,0.4865325432915346,1.0198784395297427,Automation,4.333333333333333,98.58,1.42,0.061172868781930845,3.3766666666666665,4.0,3.9166666666666665,3.2466666666666666,3.0833333333333335,3.6233333333333335,4.0,3.3733333333333335,3.92,3.9599999999999995,0.4,0.06,96520.0,100870.0,108690.0
11-9131,Postmasters and Mail Superintendents,0.8233757,0.42,0.5238095238095237,0.4523809523809523,0.890949299091718,Transformation,2.0,97.215,2.785,0.0,3.25,4.0,3.75,3.38,2.75,3.75,4.0,1.5,4.0,3.25,0.42,0.1,13810.0,13810.0,13810.0
11-9141,"Property, Real Estate, and Community Association Managers",1.215396,0.35,0.4431818181818182,0.4318181818181818,0.7257961002516247,Transformation,4.0,97.85,2.15,0.04653783843480741,3.12,3.88,3.88,2.75,3.0,3.38,4.0,1.12,4.0,3.75,0.35,0.09,284120.0,296640.0,311180.0
11-9151,Social and Community Service Managers,1.156153,0.37,0.3928571428571428,0.4464285714285714,0.6795758292363181,Automation,4.0,87.63,12.370000000000001,0.09793933099534313,3.88,3.88,3.88,3.62,2.62,3.88,3.75,2.25,3.75,3.75,0.37,0.07,173650.0,195490.0,209330.0
11-9161,Emergency Management Directors,1.030768,0.38,0.4222222222222222,0.6,0.7070438104582472,Automation,4.0,94.44,5.56,0.0646601614815141,3.75,4.0,4.0,3.88,3.0,4.0,4.0,1.88,4.12,4.0,0.38,0.08,11910.0,12570.0,13500.0
11-9171,Funeral Home Managers,,0.42,0.4285714285714285,0.5357142857142857,0.7085950678382017,Transformation,3.0,97.895,2.105,-0.010263941856854197,2.88,3.88,3.5,2.88,2.62,3.38,3.62,1.5,3.5,3.12,0.42,0.1,14200.0,13120.0,13910.0
11-9179,"Personal Service Managers, All Other",,0.3666666666666667,0.45212215320910965,0.32531055900621114,0.563371045907352,Automation,3.5,93.3425,6.6575,-0.03276599038062733,3.5,3.815,3.75,3.38,2.56,3.69,3.5,1.375,3.94,3.25,0.3666666666666667,0.08,11170.0,10490.0,10450.0
11-9199,"Managers, All Other",0.9646872,0.3666666666666667,0.4912673640410586,0.46549102404713416,0.7563693023318532,Automation,3.8333333333333335,94.422,5.578,0.027135024535010377,3.438333333333333,3.918333333333333,3.94,3.0416666666666665,2.811666666666667,3.7716666666666665,3.98,1.9183333333333332,3.94,3.8983333333333334,0.3666666666666667,0.08,589750.0,630980.0,622190.0
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",1.068559,0.44,0.5434782608695652,0.3695652173913043,1.0521035977620223,Transformation,4.0,76.775,23.225,-0.00976013987772606,3.5,4.0,3.75,2.62,2.12,2.88,4.0,1.62,4.0,3.62,0.44,0.12,12870.0,14220.0,12620.0
13-1020,,,,,,,,,,,0.01397201770482659,,,,,,,,,,,,,477980.0,486900.0,491430.0
13-1021,"Purchasing Agents and Buyers, Farm Products",0.7687054,0.39,0.5277777777777778,0.25,0.8042278060577237,Automation,4.0,96.02000000000001,3.9800000000000004,,3.0,3.88,3.88,2.5,2.88,3.12,3.5,1.5,3.75,3.25,0.39,0.08,,,
13-1022,"Wholesale and Retail Buyers, Except Farm Products",0.8188258,0.39,0.4666666666666667,0.4,0.7284742778423988,Automation,3.0,89.47,10.53,,3.38,3.88,4.0,2.88,3.12,3.38,3.62,1.25,3.88,3.12,0.39,0.08,,,
13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1.509181,0.39,0.4736842105263157,0.3684210526315789,0.9692101319951097,Automation,4.0,98.465,1.5350000000000001,,3.88,4.0,3.88,3.0,3.0,3.75,4.12,1.12,4.0,4.0,0.39,0.08,,,
13-1031,"Claims Adjusters, Examiners, and Investigators",1.274024,0.45,0.52,0.49,1.1099036155999866,Transformation,4.0,95.255,4.744999999999999,0.05054699515986294,3.25,4.0,4.0,2.5,2.88,3.38,4.12,1.38,3.88,3.62,0.45,0.19,293780.0,305020.0,324230.0
13-1032,"Insurance Appraisers, Auto Damage",0.6634955,0.45,0.5,0.5,0.8761343716448314,Transformation,3.0,,,0.15470053837925146,2.88,3.5,3.38,2.12,2.62,2.5,3.5,1.12,3.75,3.75,0.45,0.19,8670.0,7790.0,11560.0
13-1041,"Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation",0.6981205,0.39999999999999997,0.5263042749310427,0.5265367802901109,0.8033041074751958,Automation,3.5714285714285716,95.17166666666667,4.828333333333333,0.04268675179759751,3.4828571428571427,3.9828571428571427,3.91,3.0,2.697142857142857,3.358571428571428,4.017142857142857,1.8928571428571428,3.9657142857142853,3.84,0.39999999999999997,0.09333333333333334,383620.0,397770.0,417070.0
13-1051,Cost Estimators,1.367669,0.44,0.5,0.4807692307692308,1.086024879474447,Transformation,4.0,97.795,2.205,0.007327096278854084,3.25,3.75,3.75,2.88,4.0,3.0,4.0,1.38,3.88,3.5,0.44,0.12,220970.0,219530.0,224220.0
13-1071,"Employment, Recruitment, and Placement Specialists",1.36005,0.42000000000000004,0.6444444444444445,0.5888888888888889,1.2523598220670957,Automation,4.0,96.53999999999999,3.46,0.009143771134609846,3.25,4.0,3.88,3.0,2.0,3.0,4.0,1.12,4.12,3.88,0.42000000000000004,0.08,895970.0,917460.0,912430.0
13-1074,Farm Labor Contractors,-0.4354025,0.39,0.1428571428571428,0.0,-0.17952148377616597,Transformation,2.0,,,-0.17907793093481716,2.5,3.12,3.0,2.38,2.0,3.0,2.75,1.12,3.38,2.75,0.39,0.09,460.0,410.0,310.0
13-1075,Labor Relations Specialists,1.334834,0.45,0.5471698113207547,0.4433962264150943,1.1712811920785124,Automation,4.0,95.155,4.845,0.015877142880354134,3.5,4.38,4.0,3.0,2.38,3.38,4.0,1.0,4.25,4.0,0.45,0.07,62800.0,64590.0,64810.0
13-1081,Logisticians,1.297303,0.46,0.5278605318327264,0.5965664590292197,1.154390158604062,Transformation,4.0,96.11,3.89,0.04823069359360366,3.5400000000000005,3.92,3.9599999999999995,2.956666666666667,3.3333333333333335,3.67,3.9599999999999995,2.04,3.8366666666666664,3.6266666666666665,0.46,0.1,228470.0,235640.0,251040.0
13-1082,Project Management Specialists,,0.41,0.55,0.4,0.9469238887496234,Automation,4.0,94.28,5.720000000000001,0.06095176545811176,3.5,3.75,3.75,3.0,2.75,3.62,3.5,1.38,3.5,3.62,0.41,0.088,947630.0,1006160.0,1066670.0
13-1111,Management Analysts,1.432417,0.46,0.4047619047619047,0.5,1.0131815128746888,Transformation,4.0,95.09,4.91,0.03525558304363541,3.25,4.12,4.12,3.0,3.0,3.88,4.12,1.88,4.0,4.0,0.46,0.1,838140.0,893900.0,898280.0
13-1121,Meeting and Convention Planners,0.3740207,0.48,0.4864864864864865,0.3648648648648649,0.8336989758394621,Transformation,4.0,82.66499999999999,17.335,0.08154388043927607,3.38,4.0,3.88,2.38,2.5,3.5,4.0,1.25,4.0,3.5,0.48,0.14,122130.0,134670.0,142860.0
13-1131,Fundraisers,1.242567,0.43,0.5192307692307693,0.4903846153846154,1.048586127889892,Automation,4.0,81.52,18.48,0.044756794690092416,3.25,4.0,3.88,2.88,3.0,3.12,4.0,1.38,4.12,4.0,0.43,0.07,101730.0,105930.0,111040.0
13-1141,"Compensation, Benefits, and Job Analysis Specialists",1.440985,0.45,0.4736842105263157,0.4736842105263157,1.0954820861816887,Automation,4.0,97.35,2.6500000000000004,0.0608903017506206,3.38,3.88,3.75,2.88,3.12,3.12,3.88,1.88,3.88,3.38,0.45,0.07,99850.0,102370.0,112380.0
13-1151,Training and Development Specialists,1.198409,0.43999999999999995,0.5526315789473684,0.5921052631578947,1.1092357841221847,Transformation,4.0,83.58,16.419999999999998,0.06577105836340302,3.88,4.0,3.88,4.12,2.38,3.88,3.88,1.62,4.38,3.88,0.43999999999999995,0.095,403480.0,436610.0,458300.0
13-1161,Market Research Analysts and Marketing Specialists,1.426757,0.55,0.5245901639344263,0.5425598991172762,1.4160993985480486,Transformation,4.0,95.215,4.785,0.03095513259025018,3.75,3.875,3.875,2.88,2.935,3.25,3.94,1.625,3.75,3.75,0.55,0.09,846370.0,861140.0,899580.0
13-1199,"Business Operations Specialists, All Other",1.047687,0.43,0.5828407660281357,0.5379899336046262,1.0798672380952712,Automation,4.0,94.13625,5.86375,-0.007436298583178957,3.3449999999999998,3.9050000000000002,3.875,2.9375,2.815,3.465,3.875,1.5,3.875,3.75,0.43,0.09,1103440.0,1128200.0,1087090.0
13-2011,Accountants and Auditors,1.481956,0.51,0.56,0.52,1.3887377240988823,Automation,4.0,94.75,5.25,0.004770029900059702,3.25,3.5,3.5,2.75,3.38,3.25,3.88,1.25,3.38,3.5,0.51,0.08,1435770.0,1448290.0,1449500.0
13-2020,,,,,,,,,,,-0.041277088248563576,,,,,,,,,,,,,62090.0,59070.0,57070.0
13-2021,Appraisers and Assessors of Real Estate,0.8413203,,,,0.8413203075544697,,,,,,,,,,,,,,,,,,,,
13-2022,Appraisers of Personal and Business Property,,0.45,0.5714285714285714,0.5714285714285714,1.1445595740369812,Transformation,4.0,96.555,3.4450000000000003,,3.12,3.38,3.62,2.5,2.88,2.88,3.88,1.38,3.38,3.5,0.45,0.19,,,
13-2023,Appraisers and Assessors of Real Estate,,0.45,0.4910714285714285,0.4642857142857142,0.9621905824806889,Transformation,4.0,96.495,3.505,,2.75,3.5,3.5,2.38,2.62,2.88,3.62,1.12,3.38,3.38,0.45,0.19,,,
13-2031,Budget Analysts,1.502988,0.51,0.52,0.64,1.3352289032031297,Automation,4.0,90.84,9.16,-0.0015865470883428268,3.25,3.75,3.88,2.5,3.88,3.12,3.75,1.25,3.75,3.12,0.51,0.08,47310.0,47170.0,47160.0
13-2041,Credit Analysts,1.345268,0.62,0.5555555555555556,0.5555555555555556,1.6096245859300875,Automation,4.0,96.45,3.55,-0.06210618471856344,3.62,3.5,3.88,2.38,3.38,3.0,3.62,1.38,3.62,3.12,0.62,0.06,73200.0,67370.0,64390.0
13-2051,Financial Analysts,1.380615,0.595,0.4615384615384615,0.5,1.417075279539883,Automation,4.0,97.84,2.16,0.05500292838185383,,,,,,,,,,,0.595,0.08499999999999999,325220.0,340580.0,361980.0
13-2052,Personal Financial Advisors,1.400749,0.57,0.5,0.6710526315789473,1.4198934469293516,Transformation,4.0,95.61,4.39,-0.009950679991606037,3.25,4.12,3.75,3.0,3.62,3.12,4.12,1.38,4.0,3.88,0.57,0.11,272190.0,270480.0,266800.0
13-2053,Insurance Underwriters,1.326652,0.53,0.5714285714285714,0.5,1.4039289909529848,Transformation,4.0,99.735,0.265,0.020082620168191845,3.12,3.75,3.75,2.75,2.88,3.0,3.75,1.38,3.62,3.75,0.53,0.12,101310.0,107820.0,105420.0
13-2054,Financial Risk Specialists,,0.5433333333333333,0.5333333333333333,0.5833333333333334,1.4057790563716956,Transformation,4.0,97.33500000000001,2.665,0.07462553468182453,,,,,,,,,,,0.5433333333333333,0.09666666666666666,55290.0,56320.0,63850.0
13-2061,Financial Examiners,1.526064,0.62,0.5,0.5757575757575758,1.585835075469184,Automation,4.0,93.795,6.205,0.03402091051369527,3.62,4.0,4.12,3.38,3.62,3.88,4.12,1.25,4.0,4.0,0.62,0.06,63440.0,62830.0,67830.0
13-2071,Loan Counselors,1.385381,0.6,0.625,0.6931818181818182,1.6783961560121903,Automation,4.0,84.58,15.42,-0.0032252368545593324,3.75,3.88,3.88,3.12,3.12,3.0,3.88,1.0,3.88,3.75,0.6,0.04,27950.0,28110.0,27770.0
13-2072,Loan Officers,1.385739,0.6,0.5909090909090909,0.6477272727272727,1.626936380622632,Automation,4.0,95.445,4.555,-0.0756780600809841,3.12,4.0,3.75,2.75,3.25,2.88,3.88,1.0,4.0,3.38,0.6,0.04,321090.0,290530.0,274330.0
13-2081,"Tax Examiners, Collectors, and Revenue Agents",1.36682,0.49,0.5806451612903225,0.6774193548387096,1.3319269372161269,Transformation,3.0,94.91499999999999,5.085,0.06139868295523354,3.25,4.0,3.88,2.88,3.25,3.25,4.0,1.0,4.0,3.25,0.49,0.12,50250.0,53530.0,56610.0
13-2082,Tax Preparers,1.29371,0.51,0.625,0.625,1.424333224677995,Automation,3.0,92.76499999999999,7.234999999999999,-0.032177208732404705,3.12,3.88,3.5,2.75,3.0,3.0,4.0,1.0,3.12,3.0,0.51,0.08,81650.0,73570.0,76480.0
13-2099,"Financial Specialists, All Other",1.361362,0.44,0.5832309582309583,0.5924447174447174,1.2098499196882726,Transformation,4.5,91.28999999999999,8.71,0.03758897959298024,3.815,4.0,4.0600000000000005,3.0,3.75,3.06,4.0600000000000005,1.44,3.935,3.875,0.44,0.12,122730.0,127450.0,132130.0
15-1111,Computer and Information Research Scientists,1.154269,,,,1.1542690078174267,,,,,,,,,,,,,,,,,,,,
15-1121,Computer Systems Analysts,1.19815,,,,1.1981500078542981,,,,,,,,,,,,,,,,,,,,
15-1122,Information Security Analysts,1.250146,,,,1.250146007897988,,,,,,,,,,,,,,,,,,,,
15-1131,Computer Programmers,1.271506,,,,1.271506007915936,,,,,,,,,,,,,,,,,,,,
15-1132,"Software Developers, Applications",1.200923,,,,1.200923007856628,,,,,,,,,,,,,,,,,,,,
15-1133,"Software Developers, Systems Software",1.283308,,,,1.2833080079258525,,,,,,,,,,,,,,,,,,,,
15-1134,Web Developers,1.089463,,,,1.0894630077629732,,,,,,,,,,,,,,,,,,,,
15-1141,Database Administrators,1.284863,,,,1.2848630079271592,,,,,,,,,,,,,,,,,,,,
15-1142,Network and Computer Systems Administrators,0.7895315,,,,0.7895315075109539,,,,,,,,,,,,,,,,,,,,
15-1143,Computer Network Architects,0.5803306,,,,0.5803306073351715,,,,,,,,,,,,,,,,,,,,
15-1151,Computer User Support Specialists,0.299343,,,,0.29934300709907,,,,,,,,,,,,,,,,,,,,
15-1152,Computer Network Support Specialists,0.7860606,,,,0.7860606075080374,,,,,,,,,,,,,,,,,,,,
15-1199,"Computer Occupations, All Other",1.232705,,,,1.232705007883333,,,,,,,,,,,,,,,,,,,,
15-1211,Computer Systems Analysts,,0.49,0.6174242424242424,0.553475935828877,1.3979498197058586,Automation,4.5,95.86500000000001,4.135,0.020558113236444964,3.685,3.875,3.875,3.435,3.0,3.5,4.13,2.185,4.0,3.69,0.49,0.05,498810.0,497800.0,519530.0
15-1212,Information Security Analysts,,0.49,0.6521739130434783,0.5434782608695652,1.476813529419998,Automation,4.0,93.28999999999999,6.710000000000001,0.04271475644203271,3.25,3.75,3.88,2.88,2.25,3.38,4.0,1.88,3.62,3.5,0.49,0.06,175350.0,179430.0,190650.0
15-1221,Computer and Information Research Scientists,,0.49,0.6346153846153847,0.5,1.4369647865604294,Automation,5.0,92.69,7.3100000000000005,0.027870631280633162,3.5,3.75,4.0,3.0,3.38,3.12,3.75,3.12,3.5,3.38,0.49,0.05,35210.0,38480.0,37200.0
15-1231,Computer Network Support Specialists,,0.43,0.6346153846153847,0.5384615384615385,1.2134588552519094,Automation,4.0,95.11500000000001,4.885,-0.04028340246682971,3.25,3.5,3.75,2.62,2.12,3.25,3.38,1.88,3.25,3.0,0.43,0.08,158720.0,146450.0,146190.0
15-1232,Computer User Support Specialists,,0.47,0.611111111111111,0.6666666666666666,1.3091203124021873,Transformation,3.0,86.825,13.175,0.019734234610126133,3.12,4.0,3.75,3.12,2.25,3.12,4.0,1.75,4.0,3.5,0.47,0.19,689700.0,697210.0,717190.0
15-1241,Computer Network Architects,,0.52,0.6352227393617021,0.5433011968085106,1.5500961321404136,Automation,3.5,95.52000000000001,4.48,0.01606848941726091,3.25,3.685,4.0,3.0,2.94,3.185,3.94,1.87,3.375,3.5,0.52,0.06,174100.0,177010.0,179740.0
15-1242,Database Administrators,,0.57,0.935483870967742,0.5967741935483871,2.417787943202957,Automation,4.0,90.91499999999999,9.085,-0.04123634905328488,3.5,3.75,3.88,3.0,3.0,3.25,3.75,2.0,3.38,3.25,0.57,0.08,76140.0,73180.0,69990.0
15-1243,Database Architects,,0.5366666666666666,0.9112466124661247,0.6460027100271002,2.238611988943195,Automation,4.0,88.78500000000001,11.215,0.05853388797398407,3.125,3.5,3.88,2.75,3.0,3.0,3.88,1.88,3.44,3.185,0.5366666666666666,0.09999999999999999,59920.0,64770.0,67140.0
15-1244,Network and Computer Systems Administrators,,0.55,0.7297297297297298,0.5135135135135136,1.8763308963707837,Automation,3.0,95.505,4.495,-0.013527193051745323,3.12,4.0,3.88,3.0,2.75,3.88,3.88,2.12,3.25,3.0,0.55,0.08499999999999999,323020.0,318570.0,314340.0
15-1251,Computer Programmers,,0.57,0.95,0.6833333333333333,2.4507320190969972,Automation,4.0,90.905,9.094999999999999,-0.12465959813282812,3.12,3.75,3.75,2.38,3.12,3.0,3.38,2.75,3.12,3.25,0.57,0.08,120370.0,109870.0,92230.0
15-1252,Software Developers,,0.53,0.8684210526315789,0.4473684210526315,2.116586211475105,Automation,4.0,82.51,17.490000000000002,0.009314569281257734,3.5,3.38,3.88,2.62,2.75,3.0,3.5,2.12,3.12,3.25,0.53,0.07,1656880.0,1654440.0,1687890.0
15-1253,Software Quality Assurance Analysts and Testers,,0.525,0.8771929824561403,0.6140350877192982,2.1178684433731814,Automation,4.0,93.75999999999999,6.24,-0.04097953506347918,3.12,3.88,3.88,2.88,2.75,3.62,4.0,2.75,3.88,3.75,0.525,0.09,203040.0,199800.0,186740.0
15-1254,Web Developers,,0.565,0.9326923076923076,0.6346153846153847,2.3928270497168542,Automation,3.0,88.61,11.39,-0.09314916236979554,3.5,3.5,3.75,2.88,2.75,3.0,3.62,2.0,3.25,3.12,0.565,0.1,85350.0,78860.0,70190.0
15-1255,Web and Digital Interface Designers,,0.5425,0.75,0.6333333333333333,1.8943956438182652,Automation,4.0,88.175,11.825,0.010168006880527436,3.44,3.63,3.625,2.75,2.63,3.12,3.75,1.63,3.12,3.185,0.5425,0.10500000000000001,111060.0,111400.0,113330.0
15-1299,"Computer Occupations, All Other",,0.49,0.7357861863332168,0.5969636725035986,1.6665699769418665,Transformation,3.888888888888889,95.18611111111112,4.813888888888889,-0.0020608191897673045,3.3600000000000003,3.7788888888888885,3.8744444444444444,2.8755555555555556,2.5966666666666667,3.4433333333333334,3.9455555555555555,2.0133333333333336,3.46,3.6255555555555556,0.49,0.11666666666666665,437170.0,439380.0,435370.0
15-2011,Actuaries,1.516474,0.56,0.5,0.537037037037037,1.4336344545941515,Transformation,4.0,82.44,17.56,0.023286006970313355,3.38,4.0,4.0,2.75,4.38,3.0,4.12,1.88,3.88,3.88,0.56,0.09,25470.0,28340.0,26670.0
